,sample_id,project_id,assembly_id,sample_name,sample_type,environment,isolation_source,technology,latitude_and_longitude,location,country,city,host,species,collected_date,platform,altitude,host_disease,data_type,download
10,CNS0701505,CNP0004049,CNA0056494,GOMC.bin.1042,marine metagenome,Ocean,,metagenome,22.78 N 46.09 W,Atlantic Ocean,,,,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__OSC116;g__OCS116;s__OCS116 sp002402005,2012-08-06,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0701505/
11,CNS0701999,CNP0004049,CNA0058742,GOMC.bin.1536,marine metagenome,Ocean,,metagenome,35.69 N 123.08 W,Pacific Ocean,,,,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__UBA5794;f__UBA5794;g__B3-G11;s__,2017-03-15,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0701999/
12,CNS0702096,CNP0004049,CNA0059330,GOMC.bin.1633,marine metagenome,Ocean,,metagenome,34.86 S 179.05 E,Pacific Ocean,,,,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__DRMV01;g__S139-71;s__S139-71 sp015484985,2018-03-01,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0702096/
13,CNS0702201,CNP0004049,CNA0059971,GOMC.bin.1738,marine metagenome,Ocean,,metagenome,34.86 S 179.06 E,Pacific Ocean,,,,d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__DRKI01;s__DRKI01 sp011051875,2018-03-01,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0702201/
14,CNS0702397,CNP0004049,CNA0061129,GOMC.bin.1945,marine metagenome,Ocean,,metagenome,27.01 N 111.41 W,Pacific Ocean,,,,d__Bacteria;p__Bipolaricaulota;c__Bipolaricaulia;o__;f__;g__;s__,2007-10-01,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0702397/
15,CNS0702868,CNP0004049,CNA0056375,GOMC.bin.2416,marine metagenome,Ocean,,metagenome,27.04 N 111.25 W,Pacific Ocean,,,,d__Bacteria;p__Patescibacteria;c__ABY1;o__UBA2591;f__UBA6264;g__;s__,2008-12-01,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0702868/
16,CNS0702940,CNP0004049,CNA0056602,GOMC.bin.2488,marine metagenome,Ocean,,metagenome,27.04 N 111.25 W,Pacific Ocean,,,,d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__JGIOTU-2;f__JGIOTU-2;g__;s__,2008-12-01,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0702940/
17,CNS0703013,CNP0004049,CNA0056881,GOMC.bin.2561,marine metagenome,Ocean,,metagenome,27.04 N 111.25 W,Pacific Ocean,,,,d__Bacteria;p__Patescibacteria;c__ABY1;o__UBA2591;f__;g__;s__,2009-12-01,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0703013/
18,CNS0714672,CNP0004049,CNA0052966,GOMC.bin.2592,marine metagenome,Ocean,,metagenome,49.39 S 37.78 E,Indian Ocean,,,,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__REEB76;f__REEB76;g__;s__,not collected,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0714672/
19,CNS0703339,CNP0004049,CNA0058337,GOMC.bin.3036,marine metagenome,Ocean,,metagenome,27.01 N 110.60 W,Pacific Ocean,,,,d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__CG10238-14;f__EX4484-224;g__;s__,2016-12-22,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0703339/
20,CNS0703456,CNP0004049,CNA0058961,GOMC.bin.3153,marine metagenome,Ocean,,metagenome,27.01 N 110.60 W,Pacific Ocean,,,,d__Bacteria;p__Desulfobacterota;c__DSM-4660;o__Desulfatiglandales;f__HGW-15;g__;s__,2016-12-24,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0703456/
21,CNS0703547,CNP0004049,CNA0059527,GOMC.bin.3244,marine metagenome,Ocean,,metagenome,18.21 N 144.71 E,Pacific Ocean,,,,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__Cocleimonas;s__,2016-12-05,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0703547/
22,CNS0703799,CNP0004049,CNA0061066,GOMC.bin.3496,marine metagenome,Ocean,,metagenome,36.23 N 33.90 W,Atlantic Ocean,,,,d__Bacteria;p__Thermotogota;c__Thermotogae;o__Mesoaciditogales;f__Mesoaciditogaceae;g__WFSH01;s__,2008-07-23,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0703799/
23,CNS0703800,CNP0004049,CNA0061072,GOMC.bin.3497,marine metagenome,Ocean,,metagenome,36.23 N 33.90 W,Atlantic Ocean,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__JAADGE01;g__JAADGE01;s__,2008-07-23,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0703800/
24,CNS0703852,CNP0004049,CNA0061399,GOMC.bin.3549,marine metagenome,Ocean,,metagenome,37.29 N 32.28 W,Atlantic Ocean,,,,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__QNYZ01;g__;s__,2008-07-25,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0703852/
25,CNS0703899,CNP0004049,CNA0061670,GOMC.bin.3596,marine metagenome,Ocean,,metagenome,37.29 N 32.28 W,Atlantic Ocean,,,,d__Bacteria;p__Myxococcota;c__B64-G9;o__B64-G9;f__B64-G9;g__;s__,2008-07-25,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0703899/
26,CNS0704438,CNP0004049,CNA0064553,GOMC.bin.4135,marine metagenome,Ocean,,metagenome,47.57 N 129.59 W,Pacific Ocean,,,,d__Bacteria;p__WOR-3;c__Hydrothermia;o__UBA1063;f__WFZT01;g__WFZT01;s__,2010-07-19,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704438/
27,CNS0704738,CNP0004049,CNA0056672,GOMC.bin.4435,marine metagenome,Ocean,,metagenome,1.34 N 103.75 E,Indian Ocean,,,,d__Bacteria;p__Planctomycetota;c__UBA11346;o__UBA11346;f__UBA11346;g__BJHQ01;s__,2014-11-26,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704738/
28,CNS0704821,CNP0004049,CNA0056982,GOMC.bin.4518,marine metagenome,Ocean,,metagenome,65.43 N 168.57 W,Arctic Ocean,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UBA7430;g__UBA6772;s__,2016-03-16,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704821/
29,CNS0705426,CNP0004049,CNA0060320,GOMC.bin.5189,marine metagenome,Ocean,,metagenome,36.80 N 121.80 W,Pacific Ocean,,,,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__IDS-52;s__,2017-01-25,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0705426/
30,CNS0705656,CNP0004049,CNA0061793,GOMC.bin.5430,marine metagenome,Ocean,,metagenome,34.10 N 118.29 W,Pacific Ocean,,,,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__,2018-12-28,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0705656/
31,CNS0705858,CNP0004049,CNA0062800,GOMC.bin.5632,marine metagenome,Ocean,,metagenome,2.77 S 121.49 E,Indian Ocean,,,,d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__TCS64;f__PIYN01;g__;s__,2019-04-29,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0705858/
32,CNS0705918,CNP0004049,CNA0063105,GOMC.bin.6967,marine metagenome,Ocean,,metagenome,36.25 S 151.93 E,Pacific Ocean,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Schleiferiaceae;g__UBA10364;s__,2017-11-05,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0705918/
33,CNS0706426,CNP0004049,CNA0065485,GOMC.bin.7599,marine metagenome,Ocean,,metagenome,30.21 N 114.66 W,Pacific Ocean,,,,d__Bacteria;p__Patescibacteria;c__ABY1;o__UBA11705;f__;g__;s__,1905-07-08,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0706426/
34,CNS0706558,CNP0004049,CNA0056917,GOMC.bin.7731,marine metagenome,Ocean,,metagenome,30.12 N 42.12 W,Atlantic Ocean,,,,d__Bacteria;p__Patescibacteria;c__JAEDAM01;o__BD1-5;f__UBA6164;g__UBA6164;s__,2005-08-01,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0706558/
35,CNS0706654,CNP0004049,CNA0057285,GOMC.bin.7827,marine metagenome,Ocean,,metagenome,33.99 S 151.23 E,Pacific Ocean,,,,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__AqS2;f__AqS2;g__;s__,2009-09-15,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0706654/
36,CNS0706721,CNP0004049,CNA0057588,GOMC.bin.7894,marine metagenome,Ocean,,metagenome,18.20 N 104.20 W,Pacific Ocean,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Lutibacter;s__,2014-05-05,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0706721/
37,CNS0707106,CNP0004049,CNA0059591,GOMC.bin.8279,marine metagenome,Ocean,,metagenome,22.53 N 114.03 E,Indian Ocean,,,,d__Bacteria;p__OLB16;c__OLB16;o__;f__;g__;s__,2017-04-01,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0707106/
38,CNS0707180,CNP0004049,CNA0060088,GOMC.bin.8353,marine metagenome,Ocean,,metagenome,22.53 N 114.03 E,Indian Ocean,,,,d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__Bilamarchaeaceae;g__DTNT01;s__,2017-04-01,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0707180/
39,CNS0707339,CNP0004049,CNA0061025,GOMC.bin.8512,marine metagenome,Ocean,,metagenome,17.48 S 149.78 W,Pacific Ocean,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__;s__,2018-08-01,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0707339/
40,CNS0708113,CNP0004049,CNA0064946,GOMC.bin.9286,marine metagenome,Ocean,,metagenome,20.76 N 58.65 E,Indian Ocean,,,,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__DSM-27196;f__;g__;s__,2018-02-23,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0708113/
41,CNS0708141,CNP0004049,CNA0065057,GOMC.bin.9314,marine metagenome,Ocean,,metagenome,20.75 N 58.66 E,Indian Ocean,,,,d__Bacteria;p__Myxococcota;c__Polyangia;o__DRWM01;f__;g__;s__,2018-02-25,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0708141/
42,CNS0708236,CNP0004049,CNA0065438,GOMC.bin.9409,marine metagenome,Ocean,,metagenome,34.39 N 119.85 W,Pacific Ocean,,,,d__Archaea;p__Altiarchaeota;c__Altiarchaeia;o__JAFGQM01;f__JAFGQM01;g__;s__,2011-09-21,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0708236/
43,CNS0708248,CNP0004049,CNA0065482,GOMC.bin.9421,marine metagenome,Ocean,,metagenome,34.39 N 119.85 W,Pacific Ocean,,,,d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__TCS64;f__TCS64;g__B46-G15;s__,2011-09-21,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0708248/
44,CNS0708512,CNP0004049,CNA0057562,GOMC.bin.9734,marine metagenome,Ocean,,metagenome,11.28 N 93.10 E,Indian Ocean,,,,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__AB-539-J10;g__JADFUX01;s__,2006-07-25,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0708512/
45,CNS0708820,CNP0004049,CNA0059147,GOMC.bin.10042,marine metagenome,Ocean,,metagenome,56.10 N 10.46 E,Atlantic Ocean,,,,d__Bacteria;p__Atribacterota;c__JS1;o__SB-45;f__34-128;g__34-128;s__,2013-05-01,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0708820/
46,CNS0708948,CNP0004049,CNA0059939,GOMC.bin.10170,marine metagenome,Ocean,,metagenome,36.77 N 24.52 E,Atlantic Ocean,,,,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__UBA11606;g__VYCW01;s__,2013-05-29,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0708948/
47,CNS0709366,CNP0004049,CNA0062312,GOMC.bin.10654,marine metagenome,Ocean,,metagenome,28.74 N 91.25 W,Atlantic Ocean,,,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-793;s__,2013-07-24,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0709366/
48,CNS0709370,CNP0004049,CNA0062331,GOMC.bin.10658,marine metagenome,Ocean,,metagenome,28.74 N 91.25 W,Atlantic Ocean,,,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__AM51-8;s__,2013-07-24,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0709370/
49,CNS0710706,CNP0004049,CNA0059790,GOMC.bin.12108,marine metagenome,Ocean,,metagenome,17.95 N 67.19 W,Atlantic Ocean,,,,d__Bacteria;p__Bipolaricaulota;c__Bipolaricaulia;o__M55B111;f__M55B111;g__;s__,2011-12-14,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0710706/
50,CNS0716513,CNP0004049,CNA0054807,GOMC.bin.12182,marine metagenome,Ocean,,metagenome,34.64 N 77.11 W,Atlantic Ocean,,,,d__Bacteria;p__WOR-3;c__WOR-3;o__SM23-42;f__SM23-42;g__;s__,not collected,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0716513/
51,CNS0716543,CNP0004049,CNA0054837,GOMC.bin.12212,marine metagenome,Ocean,,metagenome,34.64 N 77.11 W,Atlantic Ocean,,,,d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__QMZP01;f__QMZP01;g__;s__,not collected,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0716543/
52,CNS0710912,CNP0004049,CNA0060892,GOMC.bin.12397,marine metagenome,Ocean,,metagenome,21.46 N 88.20 E,Indian Ocean,,,,d__Bacteria;p__Myxococcota;c__Myxococcia;o__SLRQ01;f__;g__;s__,2017-08-02,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0710912/
53,CNS0711772,CNP0004049,CNA0065216,GOMC.bin.13257,marine metagenome,Ocean,,metagenome,53.80 N 128.83 W,Pacific Ocean,,,,d__Bacteria;p__Myxococcota;c__Bradymonadia;o__UBA7976;f__UBA1532;g__;s__,2014-08-01,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0711772/
54,CNS0711880,CNP0004049,CNA0065628,GOMC.bin.13365,marine metagenome,Ocean,,metagenome,53.80 N 128.83 W,Pacific Ocean,,,,d__Bacteria;p__Myxococcota_A;c__UBA796;o__UBA796;f__GCA-2862545;g__;s__,2014-08-01,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0711880/
55,CNS0712312,CNP0004049,CNA0067080,GOMC.bin.13797,marine metagenome,Ocean,,metagenome,48.58 N 123.50 W,Pacific Ocean,,,,d__Bacteria;p__Patescibacteria;c__ABY1;o__UBA1558;f__S5-K13;g__;s__,2016-04-13,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0712312/
56,CNS0712415,CNP0004049,CNA0067324,GOMC.bin.13900,marine metagenome,Ocean,,metagenome,48.58 N 123.50 W,Pacific Ocean,,,,d__Bacteria;p__Myxococcota;c__UBA9042;o__PHBI01;f__;g__;s__,2016-09-14,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0712415/
57,CNS0712795,CNP0004049,CNA0066784,GOMC.bin.14280,marine metagenome,Ocean,,metagenome,10.62 N 65.17 W,Atlantic Ocean,,,,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA3495;f__UBA3495;g__UBA9611;s__,2014-11-01,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0712795/
58,CNS0712908,CNP0004049,CNA0067115,GOMC.bin.14393,marine metagenome,Ocean,,metagenome,10.62 N 65.17 W,Atlantic Ocean,,,,d__Bacteria;p__VGIX01;c__VGIX01;o__VGIX01;f__;g__;s__,2014-05-01,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0712908/
59,CNS0713197,CNP0004049,CNA0067600,GOMC.bin.14682,marine metagenome,Ocean,,metagenome,70.66 N 123.00 W,Arctic Ocean,,,,d__Bacteria;p__JACPQY01;c__;o__;f__;g__;s__,2003-08-01,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0713197/
60,CNS0713282,CNP0004049,CNA0067685,GOMC.bin.14767,marine metagenome,Ocean,,metagenome,41.58 N 70.64 W,Atlantic Ocean,,,,d__Bacteria;p__Myxococcota;c__Polyangia;o__JAAYKL01;f__;g__;s__,2018-03-07,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0713282/
61,CNS0713498,CNP0004049,CNA0067901,GOMC.bin.14983,marine metagenome,Ocean,,metagenome,41.58 N 70.64 W,Atlantic Ocean,,,,d__Bacteria;p__UBP14;c__UBA6098;o__UBA6098;f__UBA6098;g__;s__,2018-03-07,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0713498/
62,CNS0714187,CNP0004049,CNA0068590,GOMC.bin.15687,marine metagenome,Ocean,,metagenome,80.00 N 149.98 W,Arctic Ocean,,,,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__UBA8886;s__,2017-09-17,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0714187/
63,CNS0713820,CNP0004049,CNA0068223,GOMC.bin.15320,marine metagenome,Ocean,,metagenome,68.60 S 78.19 E,Southern Ocean,,,,d__Bacteria;p__OLB16;c__OLB16;o__SURF-12;f__SURF-12;g__JAFGTC01;s__,2014-10-08,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0713820/
64,CNS0710496,CNP0004049,CNA0058665,GOMC.bin.11898,marine metagenome,Ocean,,metagenome,22.30 N 39.10 E,Indian Ocean,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__GCA001735715;s__,2013-02-11,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0710496/
65,CNS0716531,CNP0004049,CNA0054825,GOMC.bin.12200,marine metagenome,Ocean,,metagenome,34.64 N 77.11 W,Atlantic Ocean,,,,d__Bacteria;p__TA06;c__DG-26;o__E44-bin18;f__;g__;s__,not collected,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0716531/
66,CNS0710928,CNP0004049,CNA0060982,GOMC.bin.12413,marine metagenome,Ocean,,metagenome,34.88 N 13.14 W,Atlantic Ocean,,,,d__Bacteria;p__Myxococcota_A;c__UBA796;o__UBA796;f__JAFGLY01;g__;s__,2012-11-04,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0710928/
67,CNS0710970,CNP0004049,CNA0061239,GOMC.bin.12455,marine metagenome,Ocean,,metagenome,27.10 N 111.12 W,Pacific Ocean,,,,d__Bacteria;p__WOR-3;c__WOR-3;o__B3-TA06;f__;g__;s__,2009-12-01,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0710970/
68,CNS0714604,CNP0004049,CNA0052898,GOMC.bin.16104,marine metagenome,Ocean,,metagenome,40.46 N 0.48 E,Atlantic Ocean,,,,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__;s__,2017-07-01,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0714604/
69,CNS0714605,CNP0004049,CNA0052899,GOMC.bin.16105,marine metagenome,Ocean,,metagenome,38.82 N 0.16 E,Atlantic Ocean,,,,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Xenococcaceae;g__Pleurocapsa;s__,2017-07-01,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0714605/
70,CNS0714607,CNP0004049,CNA0052901,GOMC.bin.16107,marine metagenome,Ocean,,metagenome,38.82 N 0.16 E,Atlantic Ocean,,,,d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales;f__Salinibacteraceae;g__;s__,2017-07-01,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0714607/
71,CNS0700598,CNP0004049,CNA0055001,GOMC.bin.102,marine metagenome,Ocean,,metagenome,3.80 S 152.10 E,Pacific Ocean,,,,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__S016-19;f__S016-19;g__S016-19;s__,2011-06-14,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0700598/
72,CNS0701063,CNP0004049,CNA0055466,GOMC.bin.590,marine metagenome,Ocean,,metagenome,45.94 N 129.99 W,Pacific Ocean,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__F082;g__SZUA-53;s__,2013-09-14,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0701063/
73,CNS0701163,CNP0004049,CNA0055603,GOMC.bin.690,marine metagenome,Ocean,,metagenome,18.37 N 81.80 W,Atlantic Ocean,,,,d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__ANME-1;f__ANME-1;g__;s__,2012-01-17,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0701163/
74,CNS0700522,CNP0004049,CNA0054925,GOMC.bin.26,marine metagenome,Ocean,,metagenome,45.93 N 130.01 W,Pacific Ocean,,,,d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__JAADHT01;g__WFSE01;s__,2011-07-16,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0700522/
75,CNS0700518,CNP0004049,CNA0054921,GOMC.bin.22,marine metagenome,Ocean,,metagenome,45.93 N 130.01 W,Pacific Ocean,,,,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Moranbacterales;f__GCA-2747515;g__GCA-2747515;s__,2011-07-16,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0700518/
