Unnamed: 0,sample_id,project_id,assembly_id,sample_name,latitude_and_longitude,location,species,data_type,download
3117,CNS0704333,CNP0004049,CNA0063993,GOMC.bin.4030,25.03 N 122.34 E,Indian Ocean,d__Bacteria;p__WOR-3;c__32-111;o__QNBC01;f__QNBC01;g__QNBC01;s__QNBC01 sp011682715,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704333/
5559,CNS0707867,CNP0004049,CNA0063741,GOMC.bin.9040,36.75 N 122.01 W,Pacific Ocean,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_F;s__Pseudomonas_F sp003626975,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0707867/
8111,CNS0711836,CNP0004049,CNA0065459,GOMC.bin.13321,53.80 N 128.83 W,Pacific Ocean,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas prydzensis,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0711836/
3479,CNS0704741,CNP0004049,CNA0056684,GOMC.bin.4438,1.34 N 103.75 E,Indian Ocean,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae_A;g__UBA11371;s__UBA11371 sp003486305,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704741/
5321,CNS0707451,CNP0004049,CNA0061709,GOMC.bin.8624,9.28 N 79.97 W,Atlantic Ocean,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SMXP01;f__SMXP01;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0707451/
777,CNS0701438,CNP0004049,CNA0056287,GOMC.bin.975,27.74 S 14.25 E,Atlantic Ocean,d__Bacteria;p__TA06;c__DG-26;o__E44-bin18;f__;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0701438/
9522,CNS0714013,CNP0004049,CNA0068416,GOMC.bin.15513,22.77 N 158.00 W,Pacific Ocean,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudooceanicola;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0714013/
5483,CNS0707751,CNP0004049,CNA0063194,GOMC.bin.8924,19.81 N 115.89 E,Indian Ocean,d__Bacteria;p__Myxococcota;c__Bradymonadia;o__Bradymonadales;f__Bradymonadaceae;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0707751/
7145,CNS0710275,CNP0004049,CNA0066439,GOMC.bin.11677,78.87 N 8.11 E,Arctic Ocean,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__DSM-45221;g__BACL24;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0710275/
5406,CNS0707612,CNP0004049,CNA0062554,GOMC.bin.8785,15.15 N 64.00 E,Indian Ocean,d__Bacteria;p__Planctomycetota;c__JACQVV01;o__JACQVV01;f__;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0707612/
6042,CNS0708528,CNP0004049,CNA0057645,GOMC.bin.9750,24.55 N 81.41 W,Atlantic Ocean,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__NS11-12g;f__UBA9320;g__UBA987;s__UBA987 sp002428905,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0708528/
3627,CNS0705062,CNP0004049,CNA0058101,GOMC.bin.4763,37.31 N 122.00 E,Pacific Ocean,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanospirillum;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0705062/
7704,CNS0711194,CNP0004049,CNA0062431,GOMC.bin.12679,34.72 N 76.67 W,Atlantic Ocean,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MS024-2A;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0711194/
6325,CNS0708916,CNP0004049,CNA0059749,GOMC.bin.10138,36.77 N 24.52 E,Atlantic Ocean,d__Bacteria;p__Bacteroidota;c__Kapabacteria;o__OLB7;f__OLB7;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0708916/
2468,CNS0703559,CNP0004049,CNA0059603,GOMC.bin.3256,18.21 N 144.71 E,Pacific Ocean,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__QNYL01;s__QNYL01 sp003973375,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0703559/
2422,CNS0703498,CNP0004049,CNA0059206,GOMC.bin.3195,27.01 N 110.60 W,Pacific Ocean,d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__B29-G17;f__B29-G17;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0703498/
639,CNS0701245,CNP0004049,CNA0055780,GOMC.bin.772,18.38 N 81.80 W,Atlantic Ocean,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thiomicrospiraceae;g__Sulfurivirga;s__Sulfurivirga caldicuralii_A,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0701245/
2731,CNS0703924,CNP0004049,CNA0061804,GOMC.bin.3621,37.29 N 32.28 W,Atlantic Ocean,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__JAADED01;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0703924/
9828,CNS0714552,CNP0004049,CNA0052846,GOMC.bin.16052,36.70 N 122.36 W,Pacific Ocean,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA6522;f__UBA6522;g__UBA6522;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0714552/
5529,CNS0707825,CNP0004049,CNA0063544,GOMC.bin.8998,36.75 N 122.01 W,Pacific Ocean,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__ARS98;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0707825/
5432,CNS0707664,CNP0004049,CNA0062805,GOMC.bin.8837,15.15 N 64.00 E,Indian Ocean,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__JADHWI01;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0707664/
5026,CNS0707109,CNP0004049,CNA0059606,GOMC.bin.8282,22.53 N 114.03 E,Indian Ocean,d__Bacteria;p__Omnitrophota;c__Koll11;o__JABMRN01;f__JABMRN01;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0707109/
6413,CNS0709021,CNP0004049,CNA0060390,GOMC.bin.10243,16.83 N 71.99 E,Indian Ocean,d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanococcoides;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0709021/
3179,CNS0704397,CNP0004049,CNA0064339,GOMC.bin.4094,37.33 N 126.59 E,Pacific Ocean,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__OPB41;f__JAENZW01;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704397/
828,CNS0701536,CNP0004049,CNA0056586,GOMC.bin.1073,22.78 N 46.09 W,Atlantic Ocean,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Emcibacteraceae;g__Paremcibacter;s__Paremcibacter sp002749135,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0701536/
8921,CNS0713235,CNP0004049,CNA0067638,GOMC.bin.14720,39.31 N 119.71 E,Pacific Ocean,d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__Oligoflexales;f__Bog-1112;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0713235/
6037,CNS0708523,CNP0004049,CNA0057619,GOMC.bin.9745,24.55 N 81.41 W,Atlantic Ocean,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__SS1-B-03-39;f__UBA6053;g__UBA6053;s__UBA6053 sp002429065,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0708523/
1813,CNS0702917,CNP0004049,CNA0056532,GOMC.bin.2465,27.04 N 111.25 W,Pacific Ocean,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA11858;g__B10-G9;s__B10-G9 sp003648195,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0702917/
1162,CNS0701958,CNP0004049,CNA0058502,GOMC.bin.1495,36.61 N 122.62 W,Pacific Ocean,d__Bacteria;p__FEN-1099;c__FEN-1099;o__FEN-1099;f__;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0701958/
6466,CNS0709077,CNP0004049,CNA0060720,GOMC.bin.10299,33.79 N 118.67 W,Pacific Ocean,d__Bacteria;p__Patescibacteria;c__ABY1;o__UBA2196;f__UBA2196;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0709077/
5283,CNS0707409,CNP0004049,CNA0061447,GOMC.bin.8582,31.42 N 81.30 W,Atlantic Ocean,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrosococcales;f__Methylophagaceae;g__Methylophaga;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0707409/
3241,CNS0704464,CNP0004049,CNA0064684,GOMC.bin.4161,47.57 N 129.59 W,Pacific Ocean,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__J102;f__J102;g__M2005;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704464/
2550,CNS0703727,CNP0004049,CNA0060618,GOMC.bin.3424,9.78 N 104.28 W,Pacific Ocean,d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0703727/
2248,CNS0703272,CNP0004049,CNA0058007,GOMC.bin.2969,27.01 N 110.59 W,Pacific Ocean,d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__QMZS01;f__QMZS01;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0703272/
3217,CNS0704437,CNP0004049,CNA0064548,GOMC.bin.4134,47.57 N 129.59 W,Pacific Ocean,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Thermoproteales;f__Thermocladiaceae;g__JAADER01;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704437/
903,CNS0701631,CNP0004049,CNA0056952,GOMC.bin.1168,44.28 S 75.86 W,Pacific Ocean,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__VGOG01;f__VGOG01;g__VGOG01;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0701631/
4378,CNS0706050,CNP0004049,CNA0063734,GOMC.bin.7122,42.60 S 148.23 E,Pacific Ocean,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Schleiferiaceae;g__UBA10364;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0706050/
6986,CNS0709962,CNP0004049,CNA0065133,GOMC.bin.11362,66.31 S 140.43 E,Southern Ocean,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Lutibacter;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0709962/
4380,CNS0706055,CNP0004049,CNA0063759,GOMC.bin.7127,34.12 S 151.23 E,Pacific Ocean,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA1280;f__UBA6503;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0706055/
6977,CNS0709952,CNP0004049,CNA0065092,GOMC.bin.11352,16.44 N 111.73 E,Indian Ocean,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA9145;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0709952/
8399,CNS0712392,CNP0004049,CNA0067277,GOMC.bin.13877,48.58 N 123.50 W,Pacific Ocean,d__Bacteria;p__Patescibacteria;c__ABY1;o__UBA11705;f__JABHMO01;g__GWC2-39-14;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0712392/
1584,CNS0702558,CNP0004049,CNA0055647,GOMC.bin.2106,21.99 S 176.57 W,Pacific Ocean,d__Bacteria;p__Aquificota;c__Aquificae;o__Hydrogenothermales;f__Hydrogenothermaceae;g__Persephonella;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0702558/
8223,CNS0712102,CNP0004049,CNA0066496,GOMC.bin.13587,34.12 S 151.23 E,Pacific Ocean,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Alcanivoracaceae;g__Alcanivorax;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0712102/
2294,CNS0703331,CNP0004049,CNA0058292,GOMC.bin.3028,27.01 N 110.59 W,Pacific Ocean,d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Nezhaarchaeales;f__WYZ-LMO8;g__WYZ-LMO8;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0703331/
7171,CNS0710329,CNP0004049,CNA0066641,GOMC.bin.11731,50.68 N 3.24 W,Atlantic Ocean,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0710329/
3060,CNS0704273,CNP0004049,CNA0063685,GOMC.bin.3970,37.29 N 32.28 W,Atlantic Ocean,d__Archaea;p__Thermoproteota;c__Korarchaeia;o__Korarchaeales;f__Korarchaeaceae;g__WALU01;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704273/
4363,CNS0706008,CNP0004049,CNA0063533,GOMC.bin.7066,42.60 S 148.23 E,Pacific Ocean,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__DSM-21967;g__Oceanicoccus;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0706008/
4227,CNS0715790,CNP0004049,CNA0054084,GOMC.bin.6553,30.33 N 87.17 W,Atlantic Ocean,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__UBA5336;s__UBA5336 sp002408125,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0715790/
4356,CNS0705988,CNP0004049,CNA0063438,GOMC.bin.7046,32.00 S 115.42 E,Indian Ocean,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__UBA8752;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0705988/
8756,CNS0712911,CNP0004049,CNA0067123,GOMC.bin.14396,10.62 N 65.17 W,Atlantic Ocean,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Thalassotalea;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0712911/
1091,CNS0701845,CNP0004049,CNA0057880,GOMC.bin.1382,73.76 N 8.46 E,Arctic Ocean,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Bin61;f__;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0701845/
3107,CNS0704322,CNP0004049,CNA0063938,GOMC.bin.4019,9.85 N 104.30 W,Pacific Ocean,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA8317;f__UBA8317;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704322/
7072,CNS0710094,CNP0004049,CNA0065675,GOMC.bin.11496,50.68 N 3.24 W,Atlantic Ocean,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Lewinella_A;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0710094/
2193,CNS0703205,CNP0004049,CNA0057693,GOMC.bin.2902,27.02 N 111.38 W,Pacific Ocean,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Thermofilales;f__;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0703205/
9488,CNS0713930,CNP0004049,CNA0068333,GOMC.bin.15430,68.56 S 77.90 E,Southern Ocean,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UBA7430;g__UBA6772;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0713930/
8836,CNS0713124,CNP0004049,CNA0067527,GOMC.bin.14609,34.10 N 118.29 W,Pacific Ocean,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Proteiniclasticum;s__Proteiniclasticum sp009930125,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0713124/
2668,CNS0703859,CNP0004049,CNA0061443,GOMC.bin.3556,37.29 N 32.28 W,Atlantic Ocean,d__Bacteria;p__Calditrichota;c__Calditrichia;o__RBG-13-44-9;f__J042;g__J075;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0703859/
9633,CNS0714311,CNP0004049,CNA0068714,GOMC.bin.15811,81.57 N 16.36 W,Arctic Ocean,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium sp014377455,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0714311/
7502,CNS0716589,CNP0004049,CNA0054883,GOMC.bin.12258,45.51 N 13.56 E,Atlantic Ocean,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__Bin5;s__Bin5 sp002238445,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0716589/
